;Output;Input_1;Input_2;Input_3;Input_4;Input_5;Input_6
28/05/2020 13:00;70.50324854;7791.600194;8.08315805;20.41479066;95.50241406;10.86911987;52.30676962
28/05/2020 12:00;68.2758434;7764.087805;7.82085799;20.49239722;106.2196457;13.7930445;57.32083692
28/05/2020 11:00;74.45996245;7996.012516;7.72901583;18.66937336;99.53299203;9.797450906;60.65742909
28/05/2020 10:00;74.1154392;8176.504924;7.906203202;16.50711174;99.25119595;12.59759052;46.89596525
28/05/2020 09:00;75.21164993;8135.2517;7.7760616;17.76151971;99.9079378;12.66628158;51.81309952
28/05/2020 08:00;74.99831448;8275.579526;7.875311954;18.02063428;97.32902878;14.36346588;49.83907883
28/05/2020 07:00;66.02628942;7698.533547;7.604456058;17.84761353;93.90267348;13.65032127;53.39440262
28/05/2020 06:00;72.85377261;7856.066336;7.539342144;18.25877808;95.90887217;14.00469433;43.4085682
28/05/2020 05:00;70.82814306;7943.25997;7.354222668;16.79819322;100.8365412;15.91273857;53.6493345
28/05/2020 04:00;69.70376122;7883.354066;7.489878384;18.49319638;98.11793931;12.64179462;44.01139679
28/05/2020 03:00;72.36120956;7817.197492;7.361990293;19.55399227;94.64618427;12.54586959;49.9981221
28/05/2020 02:00;69.08635938;7812.03065;7.511485701;17.4448488;104.6807107;17.14887321;50.22602552
28/05/2020 01:00;78.14816897;8072.263967;6.945906708;17.36401344;94.64200082;12.4130319;52.06772215
28/05/2020 00:00;76.09895256;8110.33615;7.00792236;14.02984019;104.5512924;11.71927891;47.99669238
27/05/2020 23:00;71.8172821;8188.344173;7.210353128;15.35656609;97.20386851;13.81575984;42.88427675
27/05/2020 22:00;71.08378922;8191.825931;7.427700383;17.97782872;102.282508;13.36894568;50.08005598
27/05/2020 21:00;70.76063251;7968.481084;7.312636612;14.75903225;100.9110327;15.46334439;50.7123907
27/05/2020 20:00;74.36270378;7898.834634;7.443115792;19.78694036;99.42123846;11.76422809;49.49147038
27/05/2020 19:00;73.80733605;8270.693604;7.340649861;16.87711346;103.0422793;12.38940129;50.23836548
27/05/2020 18:00;66.50187256;7693.648137;7.576553354;16.10329799;99.36149074;11.34197359;50.78949844
27/05/2020 17:00;71.05885432;7833.814746;7.576811748;17.58863374;103.4448299;13.36512164;54.41039304
27/05/2020 16:00;71.79803522;8296.008094;7.69992013;16.98447613;100.2278386;18.40773133;47.57903226
27/05/2020 15:00;68.06795863;7862.379166;7.862657445;18.38940787;100.0296525;13.95050432;39.42646309
27/05/2020 14:00;66.67784608;7964.926092;8.138215653;20.2727914;108.3316564;12.87003454;54.7745364
27/05/2020 13:00;69.6390982;8085.592579;8.244640602;17.1647169;103.1189875;15.98977668;54.63291412
27/05/2020 12:00;74.24763281;8219.753755;8.476395769;17.55385142;99.91523368;12.96165609;41.29964721
27/05/2020 11:00;71.65566855;7862.405326;8.808888591;18.22633051;93.78269997;14.60579083;52.16121558
27/05/2020 10:00;72.34970308;7972.096379;8.929387761;18.82588885;102.2667892;11.19958935;51.95738713
27/05/2020 09:00;64.50103325;7910.820257;8.834457519;18.3696873;109.6585155;14.6705706;56.62840739
27/05/2020 08:00;70.35195499;7862.056473;9.061172469;20.83977737;96.0466848;8.541549883;54.38437724
27/05/2020 07:00;71.00884028;8201.43998;8.792402927;19.02478883;102.8042137;12.42650247;51.13687911
27/05/2020 06:00;73.6046675;7969.02429;8.66042127;21.65966588;98.49860396;13.3599656;51.81405031
27/05/2020 05:00;75.26249112;8217.548508;8.23208606;20.02097288;108.420258;12.24996527;53.85254583
27/05/2020 04:00;68.28557674;7444.243393;8.306225475;18.14323376;102.7069822;13.26128403;53.95835704
27/05/2020 03:00;63.44626719;7795.492652;8.439047238;18.03350527;97.60372811;11.1742581;49.94664234
27/05/2020 02:00;69.0887136;7956.499489;8.457689433;17.7471475;99.13260491;9.8403477;38.52120871
27/05/2020 01:00;72.62628579;7929.17324;8.463889337;17.82349682;87.4920235;9.299508355;45.95140657
27/05/2020 00:00;74.70432013;8040.434802;8.268312792;18.84053501;102.2855155;11.33341177;56.55337692
26/05/2020 23:00;71.21927363;8095.19782;8.181575159;20.75890852;92.01959393;15.67994964;48.86458417
26/05/2020 22:00;71.14239217;7914.620061;8.149286534;19.44299687;103.2835219;8.674054656;52.77017882
26/05/2020 21:00;69.4132792;7928.395928;8.263265128;17.10232946;99.65862384;11.9098539;52.44985555
26/05/2020 20:00;67.37421309;7588.698276;8.181959553;18.23828782;97.45849331;12.56493967;45.86232127
26/05/2020 19:00;70.29771443;7924.132654;8.12528616;19.59092927;100.0189739;11.27878376;46.62113817
26/05/2020 18:00;75.30435912;8431.466912;8.257791545;19.35753176;104.4052842;11.87687849;57.53537815
26/05/2020 17:00;70.81735176;7746.899644;8.083975715;19.49397627;98.63318016;13.52684539;57.53076847
26/05/2020 16:00;70.01144974;7978.438558;8.009352357;20.90373392;90.50999963;13.56808748;44.90738382
26/05/2020 15:00;74.18048415;8330.644274;7.695888896;16.43221727;104.9759599;13.93122147;43.1851662
26/05/2020 14:00;73.32883065;7967.20037;7.671274205;15.41367126;101.9970039;10.80130953;46.36715515
26/05/2020 13:00;76.46666459;7981.683583;7.510040347;17.63555999;97.62780446;13.7197741;51.16176518
26/05/2020 12:00;78.67536018;8050.857504;7.415789579;17.13169301;108.8099479;13.01691312;43.67063569
26/05/2020 11:00;82.53999823;8191.815114;7.547939222;19.11972064;101.950114;9.558269521;46.52668489
26/05/2020 10:00;71.07062867;8036.822698;7.428345605;19.72281916;98.31919975;11.65394957;49.45960984
26/05/2020 09:00;69.31342319;7790.288718;7.923249675;17.57837983;104.6680246;13.7708674;41.67008489
26/05/2020 08:00;71.2309718;7996.476969;8.122921993;20.29364357;104.8204911;11.29348578;56.6461906
26/05/2020 07:00;75.46819788;8112.023289;7.858612365;18.66510528;101.5110807;12.9220241;54.4698815
26/05/2020 06:00;79.36491071;8090.272295;7.618795415;17.83473531;93.90130281;11.90387205;45.84541463
26/05/2020 05:00;74.12993321;7974.433509;7.479574903;17.13958592;94.83771125;10.66486695;49.37079033
26/05/2020 04:00;72.24111137;8226.757395;7.745207996;17.06297633;96.83906797;11.30196643;47.73813309
26/05/2020 03:00;73.60511471;8054.971417;7.894951822;20.69856023;99.58262626;11.63228408;48.25695904
26/05/2020 02:00;70.59654708;7940.687447;8.008999901;20.7983054;94.37048316;14.13584699;54.68103559
26/05/2020 01:00;71.86717151;8230.101349;7.912883124;17.09547496;99.27497239;13.42829001;52.45670103
26/05/2020 00:00;70.30811478;7930.296309;7.985060692;19.27293551;96.67764884;12.74125978;44.21222876
25/05/2020 23:00;73.66667912;7856.385722;7.621805936;18.87097111;99.60555339;15.65561544;50.47325475
25/05/2020 22:00;73.77874812;8013.198594;7.646301195;16.28501997;92.62534025;13.77018481;49.8178174
25/05/2020 21:00;71.54506536;8120.434154;7.628917714;17.58728958;102.0343927;16.71220789;39.19077908
25/05/2020 20:00;70.70868002;7831.790444;7.82163908;18.90797305;107.5370076;13.24573783;48.45240507
25/05/2020 19:00;76.89534905;8062.560179;7.498894164;18.13399441;107.0631891;15.98450916;49.16686314
25/05/2020 18:00;71.59699149;7858.881145;7.516091659;15.5030849;90.13932712;12.61732231;48.42709306
25/05/2020 17:00;71.46888482;8074.914712;7.664525406;15.69016114;105.9208074;14.57781326;62.64072315
25/05/2020 16:00;74.13531215;8086.985578;7.610753767;15.28136696;99.13653912;12.56230923;41.24007355
25/05/2020 15:00;75.13238044;8009.71204;7.321811202;16.58660374;99.51130633;13.47289338;50.88664253
25/05/2020 14:00;67.78779847;7645.50586;7.669260516;17.81396562;102.2540816;15.14877336;48.83326628
25/05/2020 13:00;66.21278283;7721.644848;7.766006191;19.60318827;105.9006904;14.83763628;39.90209932
25/05/2020 12:00;71.43657518;7893.003345;8.00718566;17.64556208;100.2988067;12.13812815;47.22929117
25/05/2020 11:00;72.43521805;7937.246327;8.243224665;18.2248154;98.2759064;14.36503561;53.44186987
25/05/2020 10:00;67.56438216;7679.812267;8.16606639;20.58154557;105.9008136;12.77024894;49.31627002
25/05/2020 09:00;70.64880888;7966.537437;7.993941115;19.98861329;90.26848795;14.87858082;59.44851636
25/05/2020 08:00;71.7733905;8122.695397;7.931403542;17.51331158;106.3834741;11.90294706;53.7395689
25/05/2020 07:00;63.23993823;7804.440234;8.307211418;18.29769993;99.68253678;19.79416152;49.80469182
25/05/2020 06:00;67.76382108;7952.888291;7.935329851;17.79597598;98.16109325;12.7670373;50.08337823
25/05/2020 05:00;65.12207324;7851.603336;7.885190555;17.91733813;98.5614915;16.14190173;51.39599257
25/05/2020 04:00;72.87882412;8259.985216;7.603186079;16.65062863;109.4284429;15.02941817;45.7710803
25/05/2020 03:00;71.72186837;7815.424401;7.863790978;18.86516969;100.2273472;13.11062735;59.53799824
25/05/2020 02:00;77.61435365;8168.090275;7.575316855;15.98667621;96.10480345;13.27288196;52.00449023
25/05/2020 01:00;73.9523329;8118.615849;7.581308218;17.44102385;110.7289935;11.73691334;43.47667382
25/05/2020 00:00;75.52730812;7899.307388;7.552809902;16.29740388;93.93214359;13.09400528;52.10989846
24/05/2020 23:00;75.13475504;7782.11529;7.439337291;15.12904182;104.8260526;11.47558106;54.69098352
24/05/2020 22:00;77.10497112;8275.447854;7.494415735;18.51176617;93.49652455;16.2933901;52.01032369
24/05/2020 21:00;76.29208354;8251.740617;7.699441614;19.01246153;100.2288004;10.39576191;42.41493566
24/05/2020 20:00;70.22285541;7936.098606;7.584303829;17.61563692;102.5230381;11.66307516;45.7023497
24/05/2020 19:00;67.95034411;8086.321022;7.702323295;19.06196734;94.3822493;12.77463363;55.42241324
24/05/2020 18:00;67.55682282;7810.201557;7.980533681;16.56814937;104.0720608;12.12093311;51.50144947
24/05/2020 17:00;73.96191267;8023.156352;7.968522876;20.21351034;110.464512;15.15986349;50.44530642
24/05/2020 16:00;68.97486214;8155.465495;7.93647175;19.76955507;99.74965787;14.46833908;47.02401097
24/05/2020 15:00;75.39461353;8309.254852;7.76380051;18.01602093;98.58113398;12.6165088;53.63817864
24/05/2020 14:00;61.87473917;7717.857833;7.999901368;20.37376954;98.16324213;13.35418946;48.91343259
24/05/2020 13:00;67.05091695;8093.167451;8.107231708;16.91702015;97.57575516;11.90525316;44.15133163
24/05/2020 12:00;74.55059319;7851.269155;8.324263565;18.20375867;95.78063213;10.60859638;51.23938035
24/05/2020 11:00;70.87763171;7666.42084;8.48507057;19.26656902;103.9267639;13.98993944;48.34033264
24/05/2020 10:00;75.81920124;7995.512324;8.427558738;21.65740736;98.06183897;10.03408426;46.61635947
24/05/2020 09:00;66.047685;7648.375952;8.588347273;17.21026649;100.9929431;15.18050485;46.42124689
24/05/2020 08:00;69.90486395;8134.831361;8.799337109;22.02329578;103.7689243;14.09686533;49.1744304
24/05/2020 07:00;82.53663159;8347.76192;8.996030099;18.3673888;100.6894313;12.80042384;51.83165256
24/05/2020 06:00;71.23186066;8120.561054;9.108744001;19.44936426;99.04824104;13.10781742;51.01518409
24/05/2020 05:00;74.85783123;8225.389649;9.013973594;18.49821346;108.0021953;10.50088136;49.60270368
24/05/2020 04:00;70.88508615;7989.188791;8.737809963;17.48589306;95.7506198;12.268689;49.15131428
24/05/2020 03:00;69.43339624;7868.789406;8.81564709;18.59848326;105.3401371;12.0189894;58.32280962
24/05/2020 02:00;66.56765909;7793.048225;8.759262806;18.74204234;98.38668112;14.11128337;41.43296333
24/05/2020 01:00;71.1401689;8077.375398;8.491990547;21.48985629;109.473119;14.03435375;57.63041397
24/05/2020 00:00;66.87733541;8041.922035;8.455226697;17.26785193;99.7709736;12.19198078;46.38006149
23/05/2020 23:00;73.20487744;7836.477245;8.6843396;21.62560108;101.6963551;15.38620853;55.06237596
23/05/2020 22:00;71.11432058;8282.176731;8.445848115;20.10588989;102.3887868;12.38279826;37.54578342
23/05/2020 21:00;72.38486631;7809.129114;8.365412638;18.2603849;104.682218;13.06369449;43.40073876
23/05/2020 20:00;66.80891403;7665.152098;8.065835444;16.73594866;90.92559275;16.58448421;44.42163127
23/05/2020 19:00;69.36681432;8020.889087;8.266573327;19.48998245;104.8197672;12.07604475;46.14089781
23/05/2020 18:00;74.25185963;8376.38131;8.218152151;20.13663005;102.5189074;12.22311555;53.12318181
23/05/2020 17:00;65.10297365;7709.713395;8.523743117;17.58855563;105.2546249;15.68353066;54.44620689
23/05/2020 16:00;69.44739283;7863.292117;8.779449336;20.51479579;101.2795648;9.966920058;50.38812437
23/05/2020 15:00;72.63571827;8092.235211;8.789279961;19.73839059;109.110233;14.49714256;50.39876181
23/05/2020 14:00;72.51873256;8131.161565;8.885590298;19.92133484;97.66013282;13.94916229;48.86100793
23/05/2020 13:00;68.56848228;7889.007724;8.828848584;21.61938104;93.45491878;11.2703858;52.74370826
23/05/2020 12:00;68.07729831;7791.16183;9.080508724;20.51242898;98.89208949;12.76433276;41.16024505
23/05/2020 11:00;68.56297282;7881.296978;8.969623978;19.50324062;106.1180913;14.3302332;45.25686367
23/05/2020 10:00;66.31963495;7980.437164;9.028981266;21.70359066;90.77180307;14.65567282;44.45790029
23/05/2020 09:00;71.47770739;8219.551914;9.356812365;19.94950255;98.12153215;15.62492729;46.51156998
23/05/2020 08:00;71.23676356;8033.042971;9.300643144;22.12037752;104.7833997;9.968891925;51.73823974
23/05/2020 07:00;67.2347268;8134.626751;8.736587587;20.0806548;98.2721063;12.9008964;51.12436116
23/05/2020 06:00;68.52309955;8016.247393;8.979965717;19.7859436;90.38963631;14.17947084;47.48131113
23/05/2020 05:00;73.30178381;8357.799071;8.581234566;21.74059092;101.4958406;13.15006011;44.91337865
23/05/2020 04:00;73.93468206;8382.347572;8.535092927;18.2137654;93.31095816;12.72079259;47.25487959
23/05/2020 03:00;71.58037149;7963.214555;8.188011302;19.22883093;100.3071019;10.86096557;49.14398594
23/05/2020 02:00;69.10712743;7795.348944;8.526711009;18.19109382;99.58599572;10.76743756;53.62420214
23/05/2020 01:00;73.7166033;8019.996258;8.681441662;20.05435228;104.100687;14.3362006;55.29095883
23/05/2020 00:00;70.60973591;7958.0946;8.959026791;19.54767694;92.32842987;10.86407704;46.72460543
22/05/2020 23:00;70.89546156;7736.611451;9.415418633;19.70777993;103.3381299;10.80307794;49.76216732
22/05/2020 22:00;74.62249068;8414.857959;9.48629855;21.57437144;96.56010023;14.37144082;40.85081544
22/05/2020 21:00;68.04110178;7714.132146;9.409253509;21.7346501;98.87948721;9.196459646;51.09381669
22/05/2020 20:00;73.53305101;8546.45166;9.712586233;20.16622814;96.19169213;8.70076837;46.99583094
22/05/2020 19:00;65.21270544;7784.063166;9.874172995;22.75062932;101.0803643;13.55155725;33.71532883
22/05/2020 18:00;62.79826173;7686.320502;9.798772479;23.72044993;102.4897947;9.536770811;44.94124929
22/05/2020 17:00;69.15650902;7954.609761;9.51885827;19.21704031;107.9235676;14.07485853;54.03143122
22/05/2020 16:00;65.99074956;7698.464407;9.596895399;21.97449765;111.4405675;13.84392774;56.77759013
22/05/2020 15:00;71.00174108;7770.827691;9.342812408;22.39578776;102.5895427;13.20466273;50.97668331
22/05/2020 14:00;62.27555041;7684.631147;8.911344786;20.82294485;98.63879799;12.64022668;53.21900983
22/05/2020 13:00;72.74260672;8022.551149;9.02805354;21.98066678;102.8992754;13.97551892;46.11989096
22/05/2020 12:00;71.13995401;8052.130745;8.965594706;21.32767983;96.19099804;17.0884493;47.28706522
22/05/2020 11:00;65.99838505;7734.394089;8.590368587;17.22363462;106.157336;9.598845378;54.38276012
22/05/2020 10:00;67.11135052;7637.256387;8.593504521;19.93888951;94.05310872;13.98570414;44.45597696
22/05/2020 09:00;72.09358881;8380.411171;8.625308529;20.3478088;102.2801836;11.86447778;44.69422741
22/05/2020 08:00;72.66472349;7786.155433;8.205137868;19.34611053;101.0533613;12.41265054;55.33430572
22/05/2020 07:00;72.56772441;8166.420991;7.894624241;19.21048986;96.70742217;14.22170372;46.0656076
22/05/2020 06:00;70.21776278;7842.72647;7.828339099;19.87622125;109.5151164;12.39147861;52.50800386
22/05/2020 05:00;72.9822455;8025.532791;7.606860452;15.76608963;92.84444987;13.99799307;50.40220589
22/05/2020 04:00;77.44871785;8309.230814;7.371263466;19.65797247;100.6373895;11.35419808;61.23316276
22/05/2020 03:00;74.12717686;8230.656943;7.553041547;15.17374783;102.6890138;9.340504594;54.84988245
22/05/2020 02:00;74.07191515;8164.008259;7.754060623;18.93339922;105.5341414;12.14922289;49.56865186
22/05/2020 01:00;65.38989953;7834.757177;7.739450118;20.2377823;105.970845;14.32871679;60.32760847
22/05/2020 00:00;66.30803544;7768.330469;7.744579923;17.6767586;106.0568641;11.02759898;39.101192
21/05/2020 23:00;78.37329905;8357.530335;7.496256733;19.9151165;96.84946305;10.63085698;52.7464163
21/05/2020 22:00;72.33089877;8428.922678;7.475059527;16.75537556;94.48014602;16.14562848;50.55250795
21/05/2020 21:00;75.65050477;7914.472086;7.509777736;15.7334218;112.6607864;13.84375389;45.41667408
21/05/2020 20:00;74.11900063;8243.027081;7.66999592;16.17020579;97.7003114;17.27673679;61.04186091
21/05/2020 19:00;75.25460991;8210.499731;7.534259511;16.38898572;98.15603195;14.28323564;44.20980139
21/05/2020 18:00;70.18038683;7714.093373;7.524397064;15.67772546;103.2189138;15.46787155;46.45494481
21/05/2020 17:00;75.39443878;8025.552868;7.402091285;18.04046798;90.37595424;11.48122175;49.26646623
21/05/2020 16:00;77.15151295;8151.160451;7.181295159;18.1787712;98.56882721;11.9880012;52.06139298
21/05/2020 15:00;74.34674419;8410.675655;7.222333874;18.37783743;106.4527032;12.88636935;52.42667191
21/05/2020 14:00;76.37007765;8120.972358;7.312538419;19.45233264;98.5368965;15.73744199;35.93891497
21/05/2020 13:00;73.49421783;8068.248402;7.430409894;15.80285896;98.13447369;11.73985682;59.64699342
21/05/2020 12:00;75.80923038;8082.666154;7.237417061;17.13479591;104.4297737;13.86118424;52.41273473
21/05/2020 11:00;74.20722121;8126.707142;7.393796486;16.26600863;100.4470817;12.43870848;52.05472667
21/05/2020 10:00;73.25535666;8310.630566;7.708098627;19.95426585;103.3091629;15.65735834;51.0439082
21/05/2020 09:00;72.10937586;7887.730323;7.998212528;17.60438348;105.5903288;10.17850187;51.78607708
21/05/2020 08:00;77.62089218;7908.185251;8.033611421;18.60066366;97.50713238;9.588974272;60.78633535
21/05/2020 07:00;68.9226022;7805.558432;7.711951859;15.7005363;97.49714031;8.465650135;51.62772824
21/05/2020 06:00;68.34533506;7846.200497;7.584950989;19.82411547;92.7274581;13.25878158;46.73943728
21/05/2020 05:00;70.34104012;7853.574031;7.458118719;14.93483471;104.0948674;13.79882786;44.46370833
21/05/2020 04:00;68.9266456;7668.056752;7.655576975;16.81389097;104.3031345;13.83978608;56.72947644
21/05/2020 03:00;73.84989621;8235.844934;7.413012487;15.16042313;107.9684812;13.60795824;54.64097316
